original_shape,float_type,index_type,block_shape,metric,error
20×256×256,float64,int16,8×8×8,norm_2,-3.2251343725420156e-05
20×256×256,float64,int16,8×8×8,mean,0.015424158561276477
20×256×256,float64,int16,8×8×8,variance,0.001904428499381057
20×256×256,float64,int16,8×8×8,norm_2,1.813418268170608e-05
32×256×256,float64,int16,8×8×8,mean,-9.852220955730573e-09
32×256×256,float64,int16,8×8×8,variance,-5.463261475158188e-09
32×256×256,float64,int16,8×8×8,norm_2,-2.3282870984076e-05
22×256×256,float64,int16,8×8×8,mean,0.008856538921503593
22×256×256,float64,int16,8×8×8,variance,0.0010916833574749034
22×256×256,float64,int16,8×8×8,norm_2,-1.8439042179352327e-05
20×256×256,float64,int16,8×8×8,mean,0.01275416606763484
20×256×256,float64,int16,8×8×8,variance,0.000922202086320989
20×256×256,float64,int16,8×8×8,norm_2,5.637717038098344e-06
22×256×256,float64,int16,8×8×8,mean,0.006158634543759464
22×256×256,float64,int16,8×8×8,variance,0.0005114022873874049
22×256×256,float64,int16,8×8×8,norm_2,-4.1658307736724964e-07
21×256×256,float64,int16,8×8×8,mean,0.013987861733938983
21×256×256,float64,int16,8×8×8,variance,0.002209069879240806
21×256×256,float64,int16,8×8×8,norm_2,-1.5023762841792632e-05
22×256×256,float64,int16,8×8×8,mean,0.007891986172704243
22×256×256,float64,int16,8×8×8,variance,0.0009020471891896323
22×256×256,float64,int16,8×8×8,norm_2,6.359032056479919e-07
23×256×256,float64,int16,8×8×8,mean,0.0037123876369046654
23×256×256,float64,int16,8×8×8,variance,0.00044238591227844376
23×256×256,float64,int16,8×8×8,norm_2,1.3744770370749393e-05
32×256×256,float64,int16,8×8×8,mean,-4.909992197543733e-09
32×256×256,float64,int16,8×8×8,variance,8.191763968545818e-10
32×256×256,float64,int16,8×8×8,norm_2,1.2424514181930135e-06
28×256×256,float64,int16,8×8×8,mean,0.007854031205704375
28×256×256,float64,int16,8×8×8,variance,0.00047752593563986714
28×256×256,float64,int16,8×8×8,norm_2,-1.4557032045559026e-05
88×256×256,float64,int16,8×8×8,mean,-1.112983011308799e-09
88×256×256,float64,int16,8×8×8,variance,-1.7578143367974475e-11
88×256×256,float64,int16,8×8×8,norm_2,-4.547003541688355e-06
88×256×256,float64,int16,8×8×8,mean,-1.1111373349192988e-09
88×256×256,float64,int16,8×8×8,variance,1.1493823427743965e-10
88×256×256,float64,int16,8×8×8,norm_2,2.671089987416053e-06
23×256×256,float64,int16,16×16×16,mean,0.039481048740886746
23×256×256,float64,int16,16×16×16,variance,0.002934232217854278
23×256×256,float64,int16,16×16×16,norm_2,-5.073478348549543e-05
20×256×256,float64,int16,16×16×16,mean,0.04215388809874625
20×256×256,float64,int16,16×16×16,variance,0.008725333728457609
20×256×256,float64,int16,16×16×16,norm_2,-5.310560874249859e-05
20×256×256,float64,int16,16×16×16,mean,0.04133712738173538
20×256×256,float64,int16,16×16×16,variance,0.004456120367271579
20×256×256,float64,int16,16×16×16,norm_2,-0.00013478416019552242
20×256×256,float64,int16,16×16×16,mean,0.04674221597222364
20×256×256,float64,int16,16×16×16,variance,0.005951135458454694
20×256×256,float64,int16,16×16×16,norm_2,-2.566822760741161e-05
20×256×256,float64,int16,16×16×16,mean,0.04038673988017913
20×256×256,float64,int16,16×16×16,variance,0.005138964021483505
20×256×256,float64,int16,16×16×16,norm_2,-0.00013671580714458287
20×256×256,float64,int16,16×16×16,mean,0.04939007881160974
20×256×256,float64,int16,16×16×16,variance,0.006354786889685431
20×256×256,float64,int16,16×16×16,norm_2,0.0001746608045607445
24×256×256,float64,int16,16×16×16,mean,0.023184634035782886
24×256×256,float64,int16,16×16×16,variance,0.003584744071636791
24×256×256,float64,int16,16×16×16,norm_2,2.2976083158710026e-05
22×256×256,float64,int16,16×16×16,mean,0.02578809870111709
22×256×256,float64,int16,16×16×16,variance,0.0032472052478539157
22×256×256,float64,int16,16×16×16,norm_2,5.422960043688363e-06
25×256×256,float64,int16,16×16×16,mean,0.03134021444187958
25×256×256,float64,int16,16×16×16,variance,0.0019497309938103363
25×256×256,float64,int16,16×16×16,norm_2,-3.15474731564791e-05
24×256×256,float64,int16,16×16×16,mean,0.023217234359706476
24×256×256,float64,int16,16×16×16,variance,0.0020159678187137535
24×256×256,float64,int16,16×16×16,norm_2,-8.448491897183885e-05
20×256×256,float64,int16,16×16×16,mean,0.044551680340318034
20×256×256,float64,int16,16×16×16,variance,0.00553520352647615
20×256×256,float64,int16,16×16×16,norm_2,-0.00014935067522969803
24×256×256,float64,int16,16×16×16,mean,0.024479659206067164
24×256×256,float64,int16,16×16×16,variance,0.002889501321387787
24×256×256,float64,int16,16×16×16,norm_2,-0.00010524334257411283
26×256×256,float64,int16,16×16×16,mean,0.01988492344513168
26×256×256,float64,int16,16×16×16,variance,0.0012907146345358805
26×256×256,float64,int16,16×16×16,norm_2,1.4797908249875036e-05
20×256×256,float64,int16,16×16×16,mean,0.04405409270937824
20×256×256,float64,int16,16×16×16,variance,0.004585606393637448
20×256×256,float64,int16,16×16×16,norm_2,-2.5208695461742536e-05
28×256×256,float64,int16,16×16×16,mean,0.010542665657791314
28×256×256,float64,int16,16×16×16,variance,0.0010811619592659954
28×256×256,float64,int16,16×16×16,norm_2,-0.00013513747211391092
22×256×256,float64,int16,16×16×16,mean,0.03450177673948364
22×256×256,float64,int16,16×16×16,variance,0.004484957094477007
22×256×256,float64,int16,16×16×16,norm_2,-3.4092712041911e-05
38×256×256,float64,int16,16×16×16,mean,0.015425493113999232
38×256×256,float64,int16,16×16×16,variance,0.0012883244455104519
38×256×256,float64,int16,16×16×16,norm_2,-1.8583154741236285e-05
40×256×256,float64,int16,16×16×16,mean,0.013988971008444706
40×256×256,float64,int16,16×16×16,variance,0.001597673206858937
40×256×256,float64,int16,16×16×16,norm_2,-2.363903544733148e-05
36×256×256,float64,int16,16×16×16,mean,0.01387551413483467
36×256×256,float64,int16,16×16×16,variance,0.0008892109288219634
36×256×256,float64,int16,16×16×16,norm_2,-1.9306491452653063e-05
36×256×256,float64,int16,16×16×16,mean,0.02179136050859236
36×256×256,float64,int16,16×16×16,variance,0.0016193650217109189
36×256×256,float64,int16,16×16×16,norm_2,9.39317462211875e-06
36×256×256,float64,int16,16×16×16,mean,0.017802754136276154
36×256×256,float64,int16,16×16×16,variance,0.0017353141420923049
36×256×256,float64,int16,16×16×16,norm_2,3.464155670940272e-05
26×256×256,float64,int16,16×16×16,mean,0.012682467356105634
26×256×256,float64,int16,16×16×16,variance,0.001313355687042616
26×256×256,float64,int16,16×16×16,norm_2,7.26191675823884e-05
36×256×256,float64,int16,16×16×16,mean,0.019445483606666272
36×256×256,float64,int16,16×16×16,variance,0.0021811639747999524
36×256×256,float64,int16,16×16×16,norm_2,-2.5507213734954348e-05
71×256×256,float64,int16,16×16×16,mean,0.010729977157303255
71×256×256,float64,int16,16×16×16,variance,0.0012023779379399281
71×256×256,float64,int16,16×16×16,norm_2,-0.00016709101305423246
38×256×256,float64,int16,16×16×16,mean,0.013623838836010198
38×256×256,float64,int16,16×16×16,variance,0.0009799686744629329
38×256×256,float64,int16,16×16×16,norm_2,1.2570503827191715e-05
53×256×256,float64,int16,16×16×16,mean,0.016683485385040137
53×256×256,float64,int16,16×16×16,variance,0.001482752313471069
53×256×256,float64,int16,16×16×16,norm_2,3.264334543473524e-05
57×256×256,float64,int16,16×16×16,mean,0.009418750231543871
57×256×256,float64,int16,16×16×16,variance,0.0010386609514206491
57×256×256,float64,int16,16×16×16,norm_2,-6.995462598524682e-05
51×256×256,float64,int16,16×16×16,mean,0.0221784407977534
51×256×256,float64,int16,16×16×16,variance,0.0029977846197094954
51×256×256,float64,int16,16×16×16,norm_2,4.876926470842591e-05
53×256×256,float64,int16,16×16×16,mean,0.01371457475708393
53×256×256,float64,int16,16×16×16,variance,0.0012054573172373007
53×256×256,float64,int16,16×16×16,norm_2,-5.317266573001689e-05
60×256×256,float64,int16,16×16×16,mean,0.004174211345637821
60×256×256,float64,int16,16×16×16,variance,0.00034793832047724446
60×256×256,float64,int16,16×16×16,norm_2,-5.2861302719975356e-05
58×256×256,float64,int16,16×16×16,mean,0.008701804945799418
58×256×256,float64,int16,16×16×16,variance,0.0010522295492251393
58×256×256,float64,int16,16×16×16,norm_2,1.9755933749365795e-05
56×256×256,float64,int16,16×16×16,mean,0.01237037575044285
56×256×256,float64,int16,16×16×16,variance,0.0015317979023957463
56×256×256,float64,int16,16×16×16,norm_2,-0.0001285718062149499
52×256×256,float64,int16,16×16×16,mean,0.016593438830256574
52×256×256,float64,int16,16×16×16,variance,0.002071832135589577
52×256×256,float64,int16,16×16×16,norm_2,-0.00010210678362909675
58×256×256,float64,int16,16×16×16,mean,0.010950224151112575
58×256×256,float64,int16,16×16×16,variance,0.0013607438342515474
58×256×256,float64,int16,16×16×16,norm_2,1.704108376543445e-05
49×256×256,float64,int16,16×16×16,mean,0.028980982240741263
49×256×256,float64,int16,16×16×16,variance,0.001607955706313828
49×256×256,float64,int16,16×16×16,norm_2,-0.00011261848629828819
60×256×256,float64,int16,16×16×16,mean,0.004192502214940386
60×256×256,float64,int16,16×16×16,variance,0.0001708363407136662
60×256×256,float64,int16,16×16×16,norm_2,-7.242124158324259e-05
36×256×256,float64,int16,16×16×16,mean,0.019963294022719777
36×256×256,float64,int16,16×16×16,variance,0.0020076734914300787
36×256×256,float64,int16,16×16×16,norm_2,1.1430680757484879e-05
38×256×256,float64,int16,16×16×16,mean,0.013798755982349968
38×256×256,float64,int16,16×16×16,variance,0.0009414718842558449
38×256×256,float64,int16,16×16×16,norm_2,-4.778853218567747e-05
34×256×256,float64,int16,16×16×16,mean,0.016808419374532417
34×256×256,float64,int16,16×16×16,variance,0.00202261061219698
34×256×256,float64,int16,16×16×16,norm_2,-5.361026126138313e-06
32×256×256,float64,int16,16×16×16,mean,-6.214921910441262e-09
32×256×256,float64,int16,16×16×16,variance,-3.186841056670997e-09
32×256×256,float64,int16,16×16×16,norm_2,-1.5495623671313297e-05
36×256×256,float64,int16,16×16×16,mean,0.017439333560224
36×256×256,float64,int16,16×16×16,variance,0.0013458293824663466
36×256×256,float64,int16,16×16×16,norm_2,-7.97390342199833e-06
36×256×256,float64,int16,16×16×16,mean,0.011184838602890615
36×256×256,float64,int16,16×16×16,variance,0.00079554283895066
36×256×256,float64,int16,16×16×16,norm_2,4.6338949275082086e-05
35×256×256,float64,int16,16×16×16,mean,0.02180446095130928
35×256×256,float64,int16,16×16×16,variance,0.00179832851380325
35×256×256,float64,int16,16×16×16,norm_2,-1.7405675947657073e-05
36×256×256,float64,int16,16×16×16,mean,0.017238704816202877
36×256×256,float64,int16,16×16×16,variance,0.0015717285831207649
36×256×256,float64,int16,16×16×16,norm_2,-1.560423106639064e-05
36×256×256,float64,int16,16×16×16,mean,0.019198016995130573
36×256×256,float64,int16,16×16×16,variance,0.001644648346482206
36×256×256,float64,int16,16×16×16,norm_2,-0.00011898494162210227
42×256×256,float64,int16,16×16×16,mean,0.006151576231561179
42×256×256,float64,int16,16×16×16,variance,0.0003355819427685036
42×256×256,float64,int16,16×16×16,norm_2,3.409510759411205e-05
40×256×256,float64,int16,16×16×16,mean,0.012675670812950651
40×256×256,float64,int16,16×16×16,variance,0.0013034624210112832
40×256×256,float64,int16,16×16×16,norm_2,6.128960052365073e-06
37×256×256,float64,int16,16×16×16,mean,0.01487802899383632
37×256×256,float64,int16,16×16×16,variance,0.0015555527816370207
37×256×256,float64,int16,16×16×16,norm_2,-3.8226709392574776e-05
37×256×256,float64,int16,16×16×16,mean,0.021479302648079
37×256×256,float64,int16,16×16×16,variance,0.001693369151795146
37×256×256,float64,int16,16×16×16,norm_2,1.0994769468197774e-06
37×256×256,float64,int16,16×16×16,mean,0.014336840895071257
37×256×256,float64,int16,16×16×16,variance,0.0009594133676780869
37×256×256,float64,int16,16×16×16,norm_2,-5.4094822132810805e-05
36×256×256,float64,int16,16×16×16,mean,0.01264617685595891
36×256×256,float64,int16,16×16×16,variance,0.0008918796199469808
36×256×256,float64,int16,16×16×16,norm_2,2.3162292109191185e-05
36×256×256,float64,int16,16×16×16,mean,0.01748671874156453
36×256×256,float64,int16,16×16×16,variance,0.0014894309991816592
36×256×256,float64,int16,16×16×16,norm_2,-1.8602902002839983e-05
37×256×256,float64,int16,16×16×16,mean,0.017522270756281738
37×256×256,float64,int16,16×16×16,variance,0.0017537557537034287
37×256×256,float64,int16,16×16×16,norm_2,-5.869768571642453e-05
36×256×256,float64,int16,16×16×16,mean,0.01915951042832445
36×256×256,float64,int16,16×16×16,variance,0.0021242587159443407
36×256×256,float64,int16,16×16×16,norm_2,-2.82187195921324e-06
38×256×256,float64,int16,16×16×16,mean,0.014042401480166194
38×256×256,float64,int16,16×16×16,variance,0.0010871279558081967
38×256×256,float64,int16,16×16×16,norm_2,5.457034205846867e-06
38×256×256,float64,int16,16×16×16,mean,0.013719716264982737
38×256×256,float64,int16,16×16×16,variance,0.0009749910458663347
38×256×256,float64,int16,16×16×16,norm_2,-8.376520480624094e-05
35×256×256,float64,int16,16×16×16,mean,0.017509040608218833
35×256×256,float64,int16,16×16×16,variance,0.0011490107743183922
35×256×256,float64,int16,16×16×16,norm_2,5.174105154992503e-06
56×256×256,float64,int16,16×16×16,mean,0.010824623344630607
56×256×256,float64,int16,16×16×16,variance,0.0015328195738483694
56×256×256,float64,int16,16×16×16,norm_2,-0.00011670154412968259
23×256×256,float64,int16,16×16×16,mean,0.049616176687281716
23×256×256,float64,int16,16×16×16,variance,0.004846952395360073
23×256×256,float64,int16,16×16×16,norm_2,0.00013361938692924014
31×256×256,float64,int16,16×16×16,mean,0.003697658994628039
31×256×256,float64,int16,16×16×16,variance,0.0006416892836372118
31×256×256,float64,int16,16×16×16,norm_2,8.511921402032385e-05
36×256×256,float64,int16,16×16×16,mean,0.017413909816664505
36×256×256,float64,int16,16×16×16,variance,0.0015229739921873292
36×256×256,float64,int16,16×16×16,norm_2,1.9468036526859578e-05
24×256×256,float64,int16,16×16×16,mean,0.017320328541871148
24×256×256,float64,int16,16×16×16,variance,0.0023488433627479547
24×256×256,float64,int16,16×16×16,norm_2,-5.526909171749139e-05
51×256×256,float64,int16,16×16×16,mean,0.018295923664697025
51×256×256,float64,int16,16×16×16,variance,0.00270262628477818
51×256×256,float64,int16,16×16×16,norm_2,9.628454989751845e-05
26×256×256,float64,int16,16×16×16,mean,0.025020055051911627
26×256×256,float64,int16,16×16×16,variance,0.0006644311177102825
26×256×256,float64,int16,16×16×16,norm_2,-6.764608863818466e-05
36×256×256,float64,int16,16×16×16,mean,0.010430861848420306
36×256×256,float64,int16,16×16×16,variance,0.0003595523102975307
36×256×256,float64,int16,16×16×16,norm_2,1.682239603439939e-05
48×256×256,float64,int16,16×16×16,mean,2.644574059740279e-09
48×256×256,float64,int16,16×16×16,variance,-2.3583260524984162e-08
48×256×256,float64,int16,16×16×16,norm_2,-0.00013957258943264605
60×256×256,float64,int16,16×16×16,mean,0.004117083346400596
60×256×256,float64,int16,16×16×16,variance,0.0006973912771272382
60×256×256,float64,int16,16×16×16,norm_2,0.00010103012976969694
48×256×256,float64,int16,16×16×16,mean,-7.681525138192313e-10
48×256×256,float64,int16,16×16×16,variance,-1.4159747770137177e-08
48×256×256,float64,int16,16×16×16,norm_2,-9.955332154731877e-05
26×256×256,float64,int16,16×16×16,mean,0.025244124520059585
26×256×256,float64,int16,16×16×16,variance,0.0015179304229131392
26×256×256,float64,int16,16×16×16,norm_2,-7.264578090371288e-05
27×256×256,float64,int16,16×16×16,mean,0.02310026395705099
27×256×256,float64,int16,16×16×16,variance,0.00030024896524205244
27×256×256,float64,int16,16×16×16,norm_2,-0.00010483258677140839
51×256×256,float64,int16,16×16×16,mean,0.014288961737887892
51×256×256,float64,int16,16×16×16,variance,0.0022257799882608557
51×256×256,float64,int16,16×16×16,norm_2,1.7283676811530313e-05
48×256×256,float64,int16,16×16×16,mean,3.1649424608870547e-09
48×256×256,float64,int16,16×16×16,variance,-6.8026002990329015e-09
48×256×256,float64,int16,16×16×16,norm_2,-5.413450270452813e-05
60×256×256,float64,int16,16×16×16,mean,0.0062664326940914394
60×256×256,float64,int16,16×16×16,variance,0.0008335724946904842
60×256×256,float64,int16,16×16×16,norm_2,-0.00010333927605188364
50×256×256,float64,int16,16×16×16,mean,0.023418458908196133
50×256×256,float64,int16,16×16×16,variance,0.0010933556788989222
50×256×256,float64,int16,16×16×16,norm_2,-8.668416228374554e-05
36×256×256,float64,int16,16×16×16,mean,0.035596844142310013
36×256×256,float64,int16,16×16×16,variance,0.0012362379320274668
36×256×256,float64,int16,16×16×16,norm_2,4.0598511361622514e-05
73×256×256,float64,int16,16×16×16,mean,0.006838922885166868
73×256×256,float64,int16,16×16×16,variance,0.001332293158679096
73×256×256,float64,int16,16×16×16,norm_2,-9.125989254243905e-05
32×256×256,float64,int16,16×16×16,mean,2.093490270027587e-09
32×256×256,float64,int16,16×16×16,variance,-7.1667117084589504e-09
32×256×256,float64,int16,16×16×16,norm_2,-3.784702769848991e-05
32×256×256,float64,int16,16×16×16,mean,3.597813380551429e-09
32×256×256,float64,int16,16×16×16,variance,-1.321863436418158e-08
32×256×256,float64,int16,16×16×16,norm_2,-5.150209307203113e-05
20×256×256,float64,int16,16×16×16,mean,0.032343654846685374
20×256×256,float64,int16,16×16×16,variance,0.004564931256957458
20×256×256,float64,int16,16×16×16,norm_2,-0.00011381258835285735
32×256×256,float64,int16,16×16×16,mean,1.7008516817185182e-10
32×256×256,float64,int16,16×16×16,variance,-1.6012412857452363e-08
32×256×256,float64,int16,16×16×16,norm_2,-8.78035040159375e-05
28×256×256,float64,int16,16×16×16,mean,0.011010288758440123
28×256×256,float64,int16,16×16×16,variance,0.0006382113612257816
28×256×256,float64,int16,16×16×16,norm_2,-6.75666623806137e-05
30×256×256,float64,int16,16×16×16,mean,0.006458657010234181
30×256×256,float64,int16,16×16×16,variance,0.0005540825356528979
30×256×256,float64,int16,16×16×16,norm_2,1.3389242610628571e-05
21×256×256,float64,int16,16×16×16,mean,0.029971990935393697
21×256×256,float64,int16,16×16×16,variance,0.004669842041957426
21×256×256,float64,int16,16×16×16,norm_2,-0.00011773504985512773
25×256×256,float64,int16,16×16×16,mean,0.018713226667132044
25×256×256,float64,int16,16×16×16,variance,0.002855451993003348
25×256×256,float64,int16,16×16×16,norm_2,-0.00013061470630759686
20×256×256,float64,int16,16×16×16,mean,0.031122330279919785
20×256×256,float64,int16,16×16×16,variance,0.005611874484635888
20×256×256,float64,int16,16×16×16,norm_2,5.9343680618439976e-05
24×256×256,float64,int16,16×16×16,mean,0.025132205803887864
24×256×256,float64,int16,16×16×16,variance,0.0036215589461454575
24×256×256,float64,int16,16×16×16,norm_2,-5.804167560086171e-05
20×256×256,float64,int16,16×16×16,mean,0.03377629938484653
20×256×256,float64,int16,16×16×16,variance,0.005384682598407896
20×256×256,float64,int16,16×16×16,norm_2,2.6883764064677962e-05
21×256×256,float64,int16,16×16×16,mean,0.034769130037831095
21×256×256,float64,int16,16×16×16,variance,0.005644202053700545
21×256×256,float64,int16,16×16×16,norm_2,5.639089761189098e-05
21×256×256,float64,int16,16×16×16,mean,0.039766355671338904
21×256×256,float64,int16,16×16×16,variance,0.007436194003456249
21×256×256,float64,int16,16×16×16,norm_2,-0.0001411091158729505
21×256×256,float64,int16,16×16×16,mean,0.03619546378420113
21×256×256,float64,int16,16×16×16,variance,0.004084202005319511
21×256×256,float64,int16,16×16×16,norm_2,4.0723118104324385e-06
32×256×256,float64,int16,16×16×16,mean,9.169008885479002e-10
32×256×256,float64,int16,16×16×16,variance,-6.563518856889106e-09
32×256×256,float64,int16,16×16×16,norm_2,-3.131696874447698e-05
22×256×256,float64,int16,16×16×16,mean,0.013733739455207353
22×256×256,float64,int16,16×16×16,variance,0.00119416595700963
22×256×256,float64,int16,16×16×16,norm_2,-1.4618346341421784e-05
20×256×256,float64,int16,16×16×16,mean,0.02906608810684365
20×256×256,float64,int16,16×16×16,variance,0.004261252855069196
20×256×256,float64,int16,16×16×16,norm_2,-0.00011537603538158692
30×256×256,float64,int16,16×16×16,mean,0.005186516365958044
30×256×256,float64,int16,16×16×16,variance,0.0005022568255316287
30×256×256,float64,int16,16×16×16,norm_2,3.736620581662464e-05
28×256×256,float64,int16,16×16×16,mean,0.008867250103091771
28×256×256,float64,int16,16×16×16,variance,0.0005120058722849
28×256×256,float64,int16,16×16×16,norm_2,-3.584455652116958e-05
80×256×256,float64,int16,16×16×16,mean,3.5565893286015893e-09
80×256×256,float64,int16,16×16×16,variance,-2.5176361880679954e-09
80×256×256,float64,int16,16×16×16,norm_2,-2.8651653678934963e-05
32×256×256,float64,int16,16×16×16,mean,6.201062066613083e-09
32×256×256,float64,int16,16×16×16,variance,3.0846904888054416e-08
32×256×256,float64,int16,16×16×16,norm_2,0.00013380007189311982
20×256×256,float64,int16,16×16×16,mean,0.02481071354651207
20×256×256,float64,int16,16×16×16,variance,0.0028574070978529577
20×256×256,float64,int16,16×16×16,norm_2,1.4410761195904342e-05
20×256×256,float64,int16,16×16×16,mean,0.03470440027562162
20×256×256,float64,int16,16×16×16,variance,0.004954060025202468
20×256×256,float64,int16,16×16×16,norm_2,7.157179396699576e-06
32×256×256,float64,int16,16×16×16,mean,-1.1043952419242942e-09
32×256×256,float64,int16,16×16×16,variance,-8.570551525421966e-09
32×256×256,float64,int16,16×16×16,norm_2,-3.7971116313428865e-05
22×256×256,float64,int16,16×16×16,mean,0.03321206138230426
22×256×256,float64,int16,16×16×16,variance,0.004902698967634761
22×256×256,float64,int16,16×16×16,norm_2,-9.344108599407264e-05
20×256×256,float64,int16,16×16×16,mean,0.028696888934917994
20×256×256,float64,int16,16×16×16,variance,0.002532456459139054
20×256×256,float64,int16,16×16×16,norm_2,-9.426071272855552e-06
22×256×256,float64,int16,16×16×16,mean,0.023094938861286572
22×256×256,float64,int16,16×16×16,variance,0.002308890882895853
22×256×256,float64,int16,16×16×16,norm_2,-5.019533980998858e-05
21×256×256,float64,int16,16×16×16,mean,0.03846662260778508
21×256×256,float64,int16,16×16×16,variance,0.007016537745814455
21×256×256,float64,int16,16×16×16,norm_2,-0.00016238772062138196
22×256×256,float64,int16,16×16×16,mean,0.029594949007452492
22×256×256,float64,int16,16×16×16,variance,0.004024969674068034
22×256×256,float64,int16,16×16×16,norm_2,-4.4060969059955823e-05
23×256×256,float64,int16,16×16×16,mean,0.025058710762635328
23×256×256,float64,int16,16×16×16,variance,0.0035209875198553373
23×256×256,float64,int16,16×16×16,norm_2,1.5959480776928103e-06
32×256×256,float64,int16,16×16×16,mean,1.9614154536662376e-09
32×256×256,float64,int16,16×16×16,variance,-1.0148497354978137e-09
32×256×256,float64,int16,16×16×16,norm_2,-1.2194365524464956e-05
28×256×256,float64,int16,16×16×16,mean,0.007854040035330662
28×256×256,float64,int16,16×16×16,variance,0.000477526202938075
28×256×256,float64,int16,16×16×16,norm_2,-9.989169228674655e-06
88×256×256,float64,int16,16×16×16,mean,0.0017952808554503527
88×256×256,float64,int16,16×16×16,variance,6.335970751275089e-05
88×256×256,float64,int16,16×16×16,norm_2,1.5365136931677625e-06
88×256×256,float64,int16,16×16×16,mean,0.004268582068967401
88×256×256,float64,int16,16×16×16,variance,0.0002112150518768091
88×256×256,float64,int16,16×16×16,norm_2,-1.446963253215472e-05
23×256×256,float64,int16,4×8×8,mean,0.005849037210310465
23×256×256,float64,int16,4×8×8,variance,0.00023799773805347965
23×256×256,float64,int16,4×8×8,norm_2,3.258885237755749e-05
20×256×256,float64,int16,4×8×8,mean,2.7011172465396527e-10
20×256×256,float64,int16,4×8×8,variance,6.84775209799926e-09
20×256×256,float64,int16,4×8×8,norm_2,3.452124803970946e-05
20×256×256,float64,int16,4×8×8,mean,-8.695299980043814e-09
20×256×256,float64,int16,4×8×8,variance,-6.984677246302251e-10
20×256×256,float64,int16,4×8×8,norm_2,-5.650794179246077e-06
20×256×256,float64,int16,4×8×8,mean,-3.0638894199519484e-09
20×256×256,float64,int16,4×8×8,variance,5.165045932620238e-09
20×256×256,float64,int16,4×8×8,norm_2,1.3515424029719725e-05
20×256×256,float64,int16,4×8×8,mean,-1.3355880373877582e-08
20×256×256,float64,int16,4×8×8,variance,-1.981933190481344e-09
20×256×256,float64,int16,4×8×8,norm_2,-8.901324292764912e-06
20×256×256,float64,int16,4×8×8,mean,-1.3540368049014262e-08
20×256×256,float64,int16,4×8×8,variance,7.690326722653573e-09
20×256×256,float64,int16,4×8×8,norm_2,1.2427285554394985e-05
24×256×256,float64,int16,4×8×8,mean,-2.043041424926173e-08
24×256×256,float64,int16,4×8×8,variance,-4.499506225941197e-09
24×256×256,float64,int16,4×8×8,norm_2,-4.0497064077271716e-05
22×256×256,float64,int16,4×8×8,mean,0.006876819139207513
22×256×256,float64,int16,4×8×8,variance,0.0007358732679970722
22×256×256,float64,int16,4×8×8,norm_2,6.0058131907680945e-06
25×256×256,float64,int16,4×8×8,mean,0.015350303340606913
25×256×256,float64,int16,4×8×8,variance,0.0007095243182169315
25×256×256,float64,int16,4×8×8,norm_2,6.96590461757296e-07
24×256×256,float64,int16,4×8×8,mean,-2.243256214118361e-08
24×256×256,float64,int16,4×8×8,variance,-3.4236052413177953e-09
24×256×256,float64,int16,4×8×8,norm_2,-4.1160916879334764e-05
20×256×256,float64,int16,4×8×8,mean,-5.972988686986369e-09
20×256×256,float64,int16,4×8×8,variance,-1.4389976384088232e-08
20×256×256,float64,int16,4×8×8,norm_2,-4.2452869735143395e-05
24×256×256,float64,int16,4×8×8,mean,3.363589323734928e-09
24×256×256,float64,int16,4×8×8,variance,4.629311180920359e-09
24×256×256,float64,int16,4×8×8,norm_2,2.394834234564769e-05
26×256×256,float64,int16,4×8×8,mean,0.007575207729905081
26×256×256,float64,int16,4×8×8,variance,0.0003984547527394588
26×256×256,float64,int16,4×8×8,norm_2,1.3477632649028237e-05
20×256×256,float64,int16,4×8×8,mean,-1.6953601814084784e-08
20×256×256,float64,int16,4×8×8,variance,-2.409268357733696e-09
20×256×256,float64,int16,4×8×8,norm_2,5.111305512173203e-06
28×256×256,float64,int16,4×8×8,mean,-1.7740909435959296e-09
28×256×256,float64,int16,4×8×8,variance,-4.766662255878407e-10
28×256×256,float64,int16,4×8×8,norm_2,8.427540194588801e-07
22×256×256,float64,int16,4×8×8,mean,0.009200461644027283
22×256×256,float64,int16,4×8×8,variance,0.0009632023457701588
22×256×256,float64,int16,4×8×8,norm_2,-1.7188196437700753e-05
38×256×256,float64,int16,4×8×8,mean,0.0037021124573868303
38×256×256,float64,int16,4×8×8,variance,0.00026579695350971953
38×256×256,float64,int16,4×8×8,norm_2,-5.2111795696418994e-06
40×256×256,float64,int16,4×8×8,mean,-3.7707451050472685e-10
40×256×256,float64,int16,4×8×8,variance,-1.0212967034572973e-09
40×256×256,float64,int16,4×8×8,norm_2,-9.459421931978795e-06
36×256×256,float64,int16,4×8×8,mean,-9.715360738127288e-10
36×256×256,float64,int16,4×8×8,variance,-1.4386095778182173e-09
36×256×256,float64,int16,4×8×8,norm_2,-4.013575221506471e-06
36×256×256,float64,int16,4×8×8,mean,-1.4350492322234842e-09
36×256×256,float64,int16,4×8×8,variance,-5.511536678437512e-10
36×256×256,float64,int16,4×8×8,norm_2,-7.051208484654126e-06
36×256×256,float64,int16,4×8×8,mean,-7.746224453542006e-09
36×256×256,float64,int16,4×8×8,variance,-3.2004680381586548e-09
36×256×256,float64,int16,4×8×8,norm_2,-1.1134374631183164e-05
26×256×256,float64,int16,4×8×8,mean,0.004831407644550784
26×256×256,float64,int16,4×8×8,variance,0.0004623938786000679
26×256×256,float64,int16,4×8×8,norm_2,1.1700939552383716e-05
