original_shape,float_type,index_type,block_shape,metric,error
52×256×256,bfloat16,int16,4×4×4,norm_2,-0.6868896484375
58×256×256,bfloat16,int16,4×4×4,mean,0.20420464873313904
58×256×256,bfloat16,int16,4×4×4,variance,-0.0046158283948898315
58×256×256,bfloat16,int16,4×4×4,norm_2,0.459197998046875
49×256×256,bfloat16,int16,4×4×4,mean,0.21007800102233887
49×256×256,bfloat16,int16,4×4×4,variance,-0.005969131365418434
49×256×256,bfloat16,int16,4×4×4,norm_2,-0.267730712890625
60×256×256,bfloat16,int16,4×4×4,mean,0.12005852162837982
60×256×256,bfloat16,int16,4×4×4,variance,-0.001776061486452818
60×256×256,bfloat16,int16,4×4×4,norm_2,0.20245361328125
36×256×256,bfloat16,int16,4×4×4,mean,0.1438179910182953
36×256×256,bfloat16,int16,4×4×4,variance,-0.0023236386477947235
36×256×256,bfloat16,int16,4×4×4,norm_2,-0.2232208251953125
38×256×256,bfloat16,int16,4×4×4,mean,0.1135973185300827
38×256×256,bfloat16,int16,4×4×4,variance,-0.0015293946489691734
38×256×256,bfloat16,int16,4×4×4,norm_2,-0.4199371337890625
34×256×256,bfloat16,int16,4×4×4,mean,0.09888863563537598
34×256×256,bfloat16,int16,4×4×4,variance,-0.0009668050333857536
34×256×256,bfloat16,int16,4×4×4,norm_2,-0.38775634765625
32×256×256,bfloat16,int16,4×4×4,mean,0.11866296827793121
32×256×256,bfloat16,int16,4×4×4,variance,-0.0015249298885464668
32×256×256,bfloat16,int16,4×4×4,norm_2,-0.0687408447265625
36×256×256,bfloat16,int16,4×4×4,mean,0.12346825748682022
36×256×256,bfloat16,int16,4×4×4,variance,-0.0020144786685705185
36×256×256,bfloat16,int16,4×4×4,norm_2,0.0850067138671875
36×256×256,bfloat16,int16,4×4×4,mean,0.08013974130153656
36×256×256,bfloat16,int16,4×4×4,variance,-0.0007792827673256397
36×256×256,bfloat16,int16,4×4×4,norm_2,-0.41405487060546875
35×256×256,bfloat16,int16,4×4×4,mean,0.1391025185585022
35×256×256,bfloat16,int16,4×4×4,variance,-0.002610853873193264
35×256×256,bfloat16,int16,4×4×4,norm_2,-0.6668548583984375
36×256×256,bfloat16,int16,4×4×4,mean,0.12046847492456436
36×256×256,bfloat16,int16,4×4×4,variance,-0.0021098991855978966
36×256×256,bfloat16,int16,4×4×4,norm_2,-0.355133056640625
36×256×256,bfloat16,int16,4×4×4,mean,0.13538581132888794
36×256×256,bfloat16,int16,4×4×4,variance,-0.0024873539805412292
36×256×256,bfloat16,int16,4×4×4,norm_2,-0.329254150390625
42×256×256,bfloat16,int16,4×4×4,mean,0.08607786893844604
42×256×256,bfloat16,int16,4×4×4,variance,-0.0007504187524318695
42×256×256,bfloat16,int16,4×4×4,norm_2,0.02740478515625
40×256×256,bfloat16,int16,4×4×4,mean,0.13782164454460144
40×256×256,bfloat16,int16,4×4×4,variance,-0.002068527042865753
40×256×256,bfloat16,int16,4×4×4,norm_2,-0.2263336181640625
37×256×256,bfloat16,int16,4×4×4,mean,0.1105765700340271
37×256×256,bfloat16,int16,4×4×4,variance,-0.0010715276002883911
37×256×256,bfloat16,int16,4×4×4,norm_2,-0.101776123046875
37×256×256,bfloat16,int16,4×4×4,mean,0.16111063957214355
37×256×256,bfloat16,int16,4×4×4,variance,-0.002562679350376129
37×256×256,bfloat16,int16,4×4×4,norm_2,-0.1189727783203125
37×256×256,bfloat16,int16,4×4×4,mean,0.10772678256034851
37×256×256,bfloat16,int16,4×4×4,variance,-0.001097298227250576
37×256×256,bfloat16,int16,4×4×4,norm_2,0.187896728515625
36×256×256,bfloat16,int16,4×4×4,mean,0.08989134430885315
36×256×256,bfloat16,int16,4×4×4,variance,-0.0010441462509334087
36×256×256,bfloat16,int16,4×4×4,norm_2,-0.2264862060546875
36×256×256,bfloat16,int16,4×4×4,mean,0.12243708223104477
36×256×256,bfloat16,int16,4×4×4,variance,-0.0021526357159018517
36×256×256,bfloat16,int16,4×4×4,norm_2,0.0845489501953125
37×256×256,bfloat16,int16,4×4×4,mean,0.1291951835155487
37×256×256,bfloat16,int16,4×4×4,variance,-0.0017567425966262817
37×256×256,bfloat16,int16,4×4×4,norm_2,-0.0493316650390625
36×256×256,bfloat16,int16,4×4×4,mean,0.13742902874946594
36×256×256,bfloat16,int16,4×4×4,variance,-0.0022346442565321922
36×256×256,bfloat16,int16,4×4×4,norm_2,-0.53179931640625
38×256×256,bfloat16,int16,4×4×4,mean,0.11574333161115646
38×256×256,bfloat16,int16,4×4×4,variance,-0.0015610391274094582
38×256×256,bfloat16,int16,4×4×4,norm_2,-0.608245849609375
38×256×256,bfloat16,int16,4×4×4,mean,0.11224137246608734
38×256×256,bfloat16,int16,4×4×4,variance,-0.0015912633389234543
38×256×256,bfloat16,int16,4×4×4,norm_2,0.083740234375
35×256×256,bfloat16,int16,4×4×4,mean,0.11152376234531403
35×256×256,bfloat16,int16,4×4×4,variance,-0.001682143658399582
35×256×256,bfloat16,int16,4×4×4,norm_2,0.19818115234375
56×256×256,bfloat16,int16,4×4×4,mean,0.15397965908050537
56×256×256,bfloat16,int16,4×4×4,variance,-0.003026247024536133
56×256×256,bfloat16,int16,4×4×4,norm_2,-1.183135986328125
23×256×256,bfloat16,int16,4×4×4,mean,0.2970186471939087
23×256×256,bfloat16,int16,4×4×4,variance,-0.013864725828170776
23×256×256,bfloat16,int16,4×4×4,norm_2,0.5023193359375
31×256×256,bfloat16,int16,4×4×4,mean,0.2042624056339264
31×256×256,bfloat16,int16,4×4×4,variance,-0.0052102915942668915
31×256×256,bfloat16,int16,4×4×4,norm_2,0.59381103515625
36×256×256,bfloat16,int16,4×4×4,mean,0.1253196895122528
36×256×256,bfloat16,int16,4×4×4,variance,-0.0018048249185085297
36×256×256,bfloat16,int16,4×4×4,norm_2,-0.5142364501953125
24×256×256,bfloat16,int16,4×4×4,mean,0.12396882474422455
24×256×256,bfloat16,int16,4×4×4,variance,-0.0018362021073698997
24×256×256,bfloat16,int16,4×4×4,norm_2,-0.699371337890625
51×256×256,bfloat16,int16,4×4×4,mean,0.15696676075458527
51×256×256,bfloat16,int16,4×4×4,variance,-0.003178980201482773
51×256×256,bfloat16,int16,4×4×4,norm_2,-0.72113037109375
26×256×256,bfloat16,int16,4×4×4,mean,0.226702019572258
26×256×256,bfloat16,int16,4×4×4,variance,-0.006524784490466118
26×256×256,bfloat16,int16,4×4×4,norm_2,0.0445404052734375
36×256×256,bfloat16,int16,4×4×4,mean,0.07443827390670776
36×256×256,bfloat16,int16,4×4×4,variance,-0.0006741301622241735
36×256×256,bfloat16,int16,4×4×4,norm_2,-0.1374969482421875
48×256×256,bfloat16,int16,4×4×4,mean,0.14663684368133545
48×256×256,bfloat16,int16,4×4×4,variance,-0.0024918951094150543
48×256×256,bfloat16,int16,4×4×4,norm_2,-0.807037353515625
60×256×256,bfloat16,int16,4×4×4,mean,0.11665456742048264
60×256×256,bfloat16,int16,4×4×4,variance,-0.0017416533082723618
60×256×256,bfloat16,int16,4×4×4,norm_2,-0.629608154296875
48×256×256,bfloat16,int16,4×4×4,mean,0.14099130034446716
48×256×256,bfloat16,int16,4×4×4,variance,-0.002167070284485817
48×256×256,bfloat16,int16,4×4×4,norm_2,0.175994873046875
26×256×256,bfloat16,int16,4×4×4,mean,0.23082664608955383
26×256×256,bfloat16,int16,4×4×4,variance,-0.006107045337557793
26×256×256,bfloat16,int16,4×4×4,norm_2,0.15264892578125
27×256×256,bfloat16,int16,4×4×4,mean,0.25184565782546997
27×256×256,bfloat16,int16,4×4×4,variance,-0.009665580466389656
27×256×256,bfloat16,int16,4×4×4,norm_2,-0.671112060546875
51×256×256,bfloat16,int16,4×4×4,mean,0.12259171903133392
51×256×256,bfloat16,int16,4×4×4,variance,-0.0018226131796836853
51×256×256,bfloat16,int16,4×4×4,norm_2,-0.4271240234375
48×256×256,bfloat16,int16,4×4×4,mean,0.10724122822284698
48×256×256,bfloat16,int16,4×4×4,variance,-0.0015097549185156822
48×256×256,bfloat16,int16,4×4×4,norm_2,0.1671905517578125
60×256×256,bfloat16,int16,4×4×4,mean,0.17838779091835022
60×256×256,bfloat16,int16,4×4×4,variance,-0.004093745723366737
60×256×256,bfloat16,int16,4×4×4,norm_2,-0.790802001953125
50×256×256,bfloat16,int16,4×4×4,mean,0.18615736067295074
50×256×256,bfloat16,int16,4×4×4,variance,-0.004236352629959583
50×256×256,bfloat16,int16,4×4×4,norm_2,0.571563720703125
36×256×256,bfloat16,int16,4×4×4,mean,0.24932096898555756
36×256×256,bfloat16,int16,4×4×4,variance,-0.009024268016219139
36×256×256,bfloat16,int16,4×4×4,norm_2,-1.1734619140625
73×256×256,bfloat16,int16,4×4×4,mean,0.1347997635602951
73×256×256,bfloat16,int16,4×4×4,variance,-0.0019043870270252228
73×256×256,bfloat16,int16,4×4×4,norm_2,-1.1982421875
32×256×256,bfloat16,int16,4×4×4,mean,0.1438816487789154
32×256×256,bfloat16,int16,4×4×4,variance,-0.00283636711537838
32×256×256,bfloat16,int16,4×4×4,norm_2,-0.130828857421875
32×256×256,bfloat16,int16,4×4×4,mean,0.19855985045433044
32×256×256,bfloat16,int16,4×4×4,variance,-0.005352409556508064
32×256×256,bfloat16,int16,4×4×4,norm_2,0.027618408203125
20×256×256,bfloat16,int16,4×4×4,mean,0.15363261103630066
20×256×256,bfloat16,int16,4×4×4,variance,-0.0029528066515922546
20×256×256,bfloat16,int16,4×4×4,norm_2,-0.6739654541015625
32×256×256,bfloat16,int16,4×4×4,mean,0.13409975171089172
32×256×256,bfloat16,int16,4×4×4,variance,-0.0027542710304260254
32×256×256,bfloat16,int16,4×4×4,norm_2,-0.512359619140625
28×256×256,bfloat16,int16,4×4×4,mean,0.15497678518295288
28×256×256,bfloat16,int16,4×4×4,variance,-0.003364330157637596
28×256×256,bfloat16,int16,4×4×4,norm_2,-0.096588134765625
30×256×256,bfloat16,int16,4×4×4,mean,0.17511561512947083
30×256×256,bfloat16,int16,4×4×4,variance,-0.003706345334649086
30×256×256,bfloat16,int16,4×4×4,norm_2,0.0568389892578125
21×256×256,bfloat16,int16,4×4×4,mean,0.14309950172901154
21×256×256,bfloat16,int16,4×4×4,variance,-0.0013233907520771027
21×256×256,bfloat16,int16,4×4×4,norm_2,-0.196380615234375
25×256×256,bfloat16,int16,4×4×4,mean,0.1399894654750824
25×256×256,bfloat16,int16,4×4×4,variance,-0.0016148313879966736
25×256×256,bfloat16,int16,4×4×4,norm_2,-0.2530670166015625
20×256×256,bfloat16,int16,4×4×4,mean,0.14646944403648376
20×256×256,bfloat16,int16,4×4×4,variance,-0.002946939319372177
20×256×256,bfloat16,int16,4×4×4,norm_2,0.16314697265625
24×256×256,bfloat16,int16,4×4×4,mean,0.17474757134914398
24×256×256,bfloat16,int16,4×4×4,variance,-0.004667585715651512
24×256×256,bfloat16,int16,4×4×4,norm_2,-0.0512237548828125
20×256×256,bfloat16,int16,4×4×4,mean,0.16184750199317932
20×256×256,bfloat16,int16,4×4×4,variance,-0.003031400963664055
20×256×256,bfloat16,int16,4×4×4,norm_2,0.0001983642578125
21×256×256,bfloat16,int16,4×4×4,mean,0.16901767253875732
21×256×256,bfloat16,int16,4×4×4,variance,-0.0015248879790306091
21×256×256,bfloat16,int16,4×4×4,norm_2,-0.716705322265625
21×256×256,bfloat16,int16,4×4×4,mean,0.19136741757392883
21×256×256,bfloat16,int16,4×4×4,variance,-0.0022997353225946426
21×256×256,bfloat16,int16,4×4×4,norm_2,-0.4861297607421875
21×256×256,bfloat16,int16,4×4×4,mean,0.17902633547782898
21×256×256,bfloat16,int16,4×4×4,variance,-0.001960860565304756
21×256×256,bfloat16,int16,4×4×4,norm_2,0.020111083984375
32×256×256,bfloat16,int16,4×4×4,mean,0.1318487972021103
32×256×256,bfloat16,int16,4×4×4,variance,-0.002546355128288269
32×256×256,bfloat16,int16,4×4×4,norm_2,-0.3936309814453125
22×256×256,bfloat16,int16,4×4×4,mean,0.0745876133441925
22×256×256,bfloat16,int16,4×4×4,variance,-0.00040501169860363007
22×256×256,bfloat16,int16,4×4×4,norm_2,0.03844451904296875
20×256×256,bfloat16,int16,4×4×4,mean,0.1329295039176941
20×256×256,bfloat16,int16,4×4×4,variance,-0.002948182635009289
20×256×256,bfloat16,int16,4×4×4,norm_2,-0.596221923828125
30×256×256,bfloat16,int16,4×4×4,mean,0.13767166435718536
30×256×256,bfloat16,int16,4×4×4,variance,-0.002597872167825699
30×256×256,bfloat16,int16,4×4×4,norm_2,0.01593017578125
28×256×256,bfloat16,int16,4×4×4,mean,0.12391646206378937
28×256×256,bfloat16,int16,4×4×4,variance,-0.0022429227828979492
28×256×256,bfloat16,int16,4×4×4,norm_2,-0.4235687255859375
80×256×256,bfloat16,int16,4×4×4,mean,0.10752145946025848
80×256×256,bfloat16,int16,4×4×4,variance,-0.0016909530386328697
80×256×256,bfloat16,int16,4×4×4,norm_2,-0.611724853515625
32×256×256,bfloat16,int16,4×4×4,mean,0.16809597611427307
32×256×256,bfloat16,int16,4×4×4,variance,-0.003929533064365387
32×256×256,bfloat16,int16,4×4×4,norm_2,-0.150634765625
20×256×256,bfloat16,int16,4×4×4,mean,0.11621073633432388
20×256×256,bfloat16,int16,4×4×4,variance,-0.001912449486553669
20×256×256,bfloat16,int16,4×4×4,norm_2,-0.0364990234375
20×256×256,bfloat16,int16,4×4×4,mean,0.1638341248035431
20×256×256,bfloat16,int16,4×4×4,variance,-0.0036531053483486176
20×256×256,bfloat16,int16,4×4×4,norm_2,-0.432830810546875
32×256×256,bfloat16,int16,4×4×4,mean,0.1643144190311432
32×256×256,bfloat16,int16,4×4×4,variance,-0.0036097336560487747
32×256×256,bfloat16,int16,4×4×4,norm_2,-0.067108154296875
22×256×256,bfloat16,int16,4×4×4,mean,0.18293866515159607
22×256×256,bfloat16,int16,4×4×4,variance,-0.0026689451187849045
22×256×256,bfloat16,int16,4×4×4,norm_2,-0.167144775390625
20×256×256,bfloat16,int16,4×4×4,mean,0.13194498419761658
20×256×256,bfloat16,int16,4×4×4,variance,-0.0027703233063220978
20×256×256,bfloat16,int16,4×4×4,norm_2,0.0293426513671875
22×256×256,bfloat16,int16,4×4×4,mean,0.12053461372852325
22×256×256,bfloat16,int16,4×4×4,variance,-0.0019180793315172195
22×256×256,bfloat16,int16,4×4×4,norm_2,-0.2703704833984375
21×256×256,bfloat16,int16,4×4×4,mean,0.18368026614189148
21×256×256,bfloat16,int16,4×4×4,variance,-0.002254202961921692
21×256×256,bfloat16,int16,4×4×4,norm_2,-0.0178985595703125
22×256×256,bfloat16,int16,4×4×4,mean,0.16111013293266296
22×256×256,bfloat16,int16,4×4×4,variance,-0.0023163147270679474
22×256×256,bfloat16,int16,4×4×4,norm_2,-0.0235443115234375
23×256×256,bfloat16,int16,4×4×4,mean,0.1540389358997345
23×256×256,bfloat16,int16,4×4×4,variance,-0.00264924019575119
23×256×256,bfloat16,int16,4×4×4,norm_2,-0.4138641357421875
32×256×256,bfloat16,int16,4×4×4,mean,0.08219100534915924
32×256×256,bfloat16,int16,4×4×4,variance,-0.0009158691391348839
32×256×256,bfloat16,int16,4×4×4,norm_2,-0.00522613525390625
28×256×256,bfloat16,int16,4×4×4,mean,0.11361350119113922
28×256×256,bfloat16,int16,4×4×4,variance,-0.0013923649676144123
28×256×256,bfloat16,int16,4×4×4,norm_2,-0.4959564208984375
88×256×256,bfloat16,int16,4×4×4,mean,0.03887733817100525
88×256×256,bfloat16,int16,4×4×4,variance,-0.00017227791249752045
88×256×256,bfloat16,int16,4×4×4,norm_2,0.04526519775390625
88×256×256,bfloat16,int16,4×4×4,mean,0.09126199781894684
88×256×256,bfloat16,int16,4×4×4,variance,-0.0010417122393846512
88×256×256,bfloat16,int16,4×4×4,norm_2,-0.1457366943359375
23×256×256,bfloat16,int16,8×8×8,mean,0.24326659739017487
23×256×256,bfloat16,int16,8×8×8,variance,-0.0073860641568899155
23×256×256,bfloat16,int16,8×8×8,norm_2,0.413909912109375
20×256×256,bfloat16,int16,8×8×8,mean,0.16558149456977844
20×256×256,bfloat16,int16,8×8×8,variance,-0.0027703940868377686
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.393707275390625
20×256×256,bfloat16,int16,8×8×8,mean,0.16720138490200043
20×256×256,bfloat16,int16,8×8×8,variance,-0.003715822473168373
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.3916168212890625
20×256×256,bfloat16,int16,8×8×8,mean,0.18782979249954224
20×256×256,bfloat16,int16,8×8×8,variance,-0.004815423861145973
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.85247802734375
20×256×256,bfloat16,int16,8×8×8,mean,0.15776169300079346
20×256×256,bfloat16,int16,8×8×8,variance,-0.003827013075351715
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.4407806396484375
20×256×256,bfloat16,int16,8×8×8,mean,0.2004150152206421
20×256×256,bfloat16,int16,8×8×8,variance,-0.005171308293938637
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.7747344970703125
24×256×256,bfloat16,int16,8×8×8,mean,0.16213716566562653
24×256×256,bfloat16,int16,8×8×8,variance,-0.0038689300417900085
24×256×256,bfloat16,int16,8×8×8,norm_2,0.0023193359375
22×256×256,bfloat16,int16,8×8×8,mean,0.13603821396827698
22×256×256,bfloat16,int16,8×8×8,variance,-0.002139076590538025
22×256×256,bfloat16,int16,8×8×8,norm_2,-0.3759918212890625
25×256×256,bfloat16,int16,8×8×8,mean,0.22578848898410797
25×256×256,bfloat16,int16,8×8×8,variance,-0.0038594361394643784
25×256×256,bfloat16,int16,8×8×8,norm_2,-1.040618896484375
24×256×256,bfloat16,int16,8×8×8,mean,0.16019600629806519
24×256×256,bfloat16,int16,8×8×8,variance,-0.004144355654716492
24×256×256,bfloat16,int16,8×8×8,norm_2,-0.1522216796875
20×256×256,bfloat16,int16,8×8×8,mean,0.18129785358905792
20×256×256,bfloat16,int16,8×8×8,variance,-0.00400569848716259
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.7167816162109375
24×256×256,bfloat16,int16,8×8×8,mean,0.17076998949050903
24×256×256,bfloat16,int16,8×8×8,variance,-0.004322154447436333
24×256×256,bfloat16,int16,8×8×8,norm_2,0.117401123046875
26×256×256,bfloat16,int16,8×8×8,mean,0.1664745807647705
26×256×256,bfloat16,int16,8×8×8,variance,-0.0025325343012809753
26×256×256,bfloat16,int16,8×8×8,norm_2,-0.4420166015625
20×256×256,bfloat16,int16,8×8×8,mean,0.1865309625864029
20×256×256,bfloat16,int16,8×8×8,variance,-0.0033160001039505005
20×256×256,bfloat16,int16,8×8×8,norm_2,0.126434326171875
28×256×256,bfloat16,int16,8×8×8,mean,0.13647665083408356
28×256×256,bfloat16,int16,8×8×8,variance,-0.0017277821898460388
28×256×256,bfloat16,int16,8×8×8,norm_2,-0.1349639892578125
22×256×256,bfloat16,int16,8×8×8,mean,0.18360230326652527
22×256×256,bfloat16,int16,8×8×8,variance,-0.004001287743449211
22×256×256,bfloat16,int16,8×8×8,norm_2,-0.6128692626953125
38×256×256,bfloat16,int16,8×8×8,mean,0.1299755871295929
38×256×256,bfloat16,int16,8×8×8,variance,-0.0016218973323702812
38×256×256,bfloat16,int16,8×8×8,norm_2,-0.345947265625
40×256×256,bfloat16,int16,8×8×8,mean,0.1526419073343277
40×256×256,bfloat16,int16,8×8×8,variance,-0.002365472726523876
40×256×256,bfloat16,int16,8×8×8,norm_2,-0.1280670166015625
36×256×256,bfloat16,int16,8×8×8,mean,0.08968348801136017
36×256×256,bfloat16,int16,8×8×8,variance,-0.001029761042445898
36×256×256,bfloat16,int16,8×8×8,norm_2,0.293670654296875
36×256×256,bfloat16,int16,8×8×8,mean,0.14309869706630707
36×256×256,bfloat16,int16,8×8×8,variance,-0.00253366120159626
36×256×256,bfloat16,int16,8×8×8,norm_2,-0.0096435546875
36×256×256,bfloat16,int16,8×8×8,mean,0.11747680604457855
36×256×256,bfloat16,int16,8×8×8,variance,-0.0014014942571520805
36×256×256,bfloat16,int16,8×8×8,norm_2,0.1669769287109375
26×256×256,bfloat16,int16,8×8×8,mean,0.10958964377641678
26×256×256,bfloat16,int16,8×8×8,variance,4.064943641424179e-05
26×256×256,bfloat16,int16,8×8×8,norm_2,-0.5534515380859375
36×256×256,bfloat16,int16,8×8×8,mean,0.12819090485572815
36×256×256,bfloat16,int16,8×8×8,variance,-0.0016303816810250282
36×256×256,bfloat16,int16,8×8×8,norm_2,-0.5444793701171875
71×256×256,bfloat16,int16,8×8×8,mean,0.16581206023693085
71×256×256,bfloat16,int16,8×8×8,variance,-0.0038215164095163345
71×256×256,bfloat16,int16,8×8×8,norm_2,0.03692626953125
38×256×256,bfloat16,int16,8×8×8,mean,0.11062441021203995
38×256×256,bfloat16,int16,8×8×8,variance,-0.0016152337193489075
38×256×256,bfloat16,int16,8×8×8,norm_2,-0.513916015625
53×256×256,bfloat16,int16,8×8×8,mean,0.16922831535339355
53×256×256,bfloat16,int16,8×8×8,variance,-0.0028575416654348373
53×256×256,bfloat16,int16,8×8×8,norm_2,-0.34454345703125
57×256×256,bfloat16,int16,8×8×8,mean,0.14653608202934265
57×256×256,bfloat16,int16,8×8×8,variance,-0.0012329630553722382
57×256×256,bfloat16,int16,8×8×8,norm_2,0.39141845703125
51×256×256,bfloat16,int16,8×8×8,mean,0.1830732673406601
51×256×256,bfloat16,int16,8×8×8,variance,-0.003329586237668991
51×256×256,bfloat16,int16,8×8×8,norm_2,-0.256683349609375
53×256×256,bfloat16,int16,8×8×8,mean,0.14090615510940552
53×256×256,bfloat16,int16,8×8×8,variance,-0.0016907192766666412
53×256×256,bfloat16,int16,8×8×8,norm_2,-0.4595184326171875
60×256×256,bfloat16,int16,8×8×8,mean,0.11305326223373413
60×256×256,bfloat16,int16,8×8×8,variance,-0.0014815637841820717
60×256×256,bfloat16,int16,8×8×8,norm_2,-0.6233367919921875
58×256×256,bfloat16,int16,8×8×8,mean,0.16152739524841309
58×256×256,bfloat16,int16,8×8×8,variance,-0.0013542845845222473
58×256×256,bfloat16,int16,8×8×8,norm_2,0.173095703125
56×256×256,bfloat16,int16,8×8×8,mean,0.17630279064178467
56×256×256,bfloat16,int16,8×8×8,variance,-0.003956260159611702
56×256×256,bfloat16,int16,8×8×8,norm_2,-0.78753662109375
52×256×256,bfloat16,int16,8×8×8,mean,0.15513485670089722
52×256×256,bfloat16,int16,8×8×8,variance,-0.0017517395317554474
52×256×256,bfloat16,int16,8×8×8,norm_2,-0.6868896484375
58×256×256,bfloat16,int16,8×8×8,mean,0.19863060116767883
58×256×256,bfloat16,int16,8×8×8,variance,-0.0032730549573898315
58×256×256,bfloat16,int16,8×8×8,norm_2,-1.540802001953125
49×256×256,bfloat16,int16,8×8×8,mean,0.21031424403190613
49×256×256,bfloat16,int16,8×8×8,variance,-0.003527725115418434
49×256×256,bfloat16,int16,8×8×8,norm_2,-0.267730712890625
60×256×256,bfloat16,int16,8×8×8,mean,0.11472685635089874
60×256×256,bfloat16,int16,8×8×8,variance,-0.001531920861452818
60×256×256,bfloat16,int16,8×8×8,norm_2,-0.79754638671875
36×256×256,bfloat16,int16,8×8×8,mean,0.13095267117023468
36×256×256,bfloat16,int16,8×8×8,variance,-0.0018963925540447235
36×256×256,bfloat16,int16,8×8×8,norm_2,-0.2232208251953125
38×256×256,bfloat16,int16,8×8×8,mean,0.1166430190205574
38×256×256,bfloat16,int16,8×8×8,variance,-0.0012852540239691734
38×256×256,bfloat16,int16,8×8×8,norm_2,-0.4199371337890625
34×256×256,bfloat16,int16,8×8×8,mean,0.09388190507888794
34×256×256,bfloat16,int16,8×8×8,variance,-0.00017334800213575363
34×256×256,bfloat16,int16,8×8×8,norm_2,-0.38775634765625
32×256×256,bfloat16,int16,8×8×8,mean,0.11436709761619568
32×256×256,bfloat16,int16,8×8×8,variance,-0.002013211138546467
32×256×256,bfloat16,int16,8×8×8,norm_2,-0.0687408447265625
36×256×256,bfloat16,int16,8×8×8,mean,0.1156778335571289
36×256×256,bfloat16,int16,8×8×8,variance,-0.0014041271060705185
36×256×256,bfloat16,int16,8×8×8,norm_2,0.0850067138671875
36×256×256,bfloat16,int16,8×8×8,mean,0.07529547810554504
36×256×256,bfloat16,int16,8×8×8,variance,-0.0004435894079506397
36×256×256,bfloat16,int16,8×8×8,norm_2,-0.41405487060546875
35×256×256,bfloat16,int16,8×8×8,mean,0.13298936188220978
35×256×256,bfloat16,int16,8×8×8,variance,-0.001573256216943264
35×256×256,bfloat16,int16,8×8×8,norm_2,-0.6668548583984375
36×256×256,bfloat16,int16,8×8×8,mean,0.1152205765247345
36×256×256,bfloat16,int16,8×8×8,variance,-0.0011943718418478966
36×256×256,bfloat16,int16,8×8×8,norm_2,-0.355133056640625
36×256×256,bfloat16,int16,8×8×8,mean,0.12720103561878204
36×256×256,bfloat16,int16,8×8×8,variance,-0.0016938969492912292
36×256×256,bfloat16,int16,8×8×8,norm_2,-0.329254150390625
42×256×256,bfloat16,int16,8×8×8,mean,0.08166773617267609
42×256×256,bfloat16,int16,8×8×8,variance,-0.0004757605493068695
42×256×256,bfloat16,int16,8×8×8,norm_2,0.02740478515625
40×256×256,bfloat16,int16,8×8×8,mean,0.13302311301231384
40×256×256,bfloat16,int16,8×8×8,variance,-0.002617843449115753
40×256×256,bfloat16,int16,8×8×8,norm_2,-0.2263336181640625
37×256×256,bfloat16,int16,8×8×8,mean,0.10980698466300964
37×256×256,bfloat16,int16,8×8×8,variance,-0.0011935979127883911
37×256×256,bfloat16,int16,8×8×8,norm_2,-0.101776123046875
37×256×256,bfloat16,int16,8×8×8,mean,0.16312649846076965
37×256×256,bfloat16,int16,8×8×8,variance,-0.002318538725376129
37×256×256,bfloat16,int16,8×8×8,norm_2,-0.1189727783203125
37×256×256,bfloat16,int16,8×8×8,mean,0.10571914166212082
37×256×256,bfloat16,int16,8×8×8,variance,-0.001280403696000576
37×256×256,bfloat16,int16,8×8×8,norm_2,0.187896728515625
36×256×256,bfloat16,int16,8×8×8,mean,0.08200399577617645
36×256×256,bfloat16,int16,8×8×8,variance,-0.0007694880478084087
36×256×256,bfloat16,int16,8×8×8,norm_2,-0.2264862060546875
36×256×256,bfloat16,int16,8×8×8,mean,0.11966529488563538
36×256×256,bfloat16,int16,8×8×8,variance,-0.0009929677471518517
36×256×256,bfloat16,int16,8×8×8,norm_2,0.0845489501953125
37×256×256,bfloat16,int16,8×8×8,mean,0.13101300597190857
37×256×256,bfloat16,int16,8×8×8,variance,-0.0015126019716262817
37×256×256,bfloat16,int16,8×8×8,norm_2,-0.0493316650390625
36×256×256,bfloat16,int16,8×8×8,mean,0.12877333164215088
36×256×256,bfloat16,int16,8×8×8,variance,-0.0013191169127821922
36×256×256,bfloat16,int16,8×8×8,norm_2,-0.53179931640625
38×256×256,bfloat16,int16,8×8×8,mean,0.11608614027500153
38×256×256,bfloat16,int16,8×8×8,variance,-0.0015610391274094582
38×256×256,bfloat16,int16,8×8×8,norm_2,-0.608245849609375
38×256×256,bfloat16,int16,8×8×8,mean,0.11557310074567795
38×256×256,bfloat16,int16,8×8×8,variance,-0.0012860875576734543
38×256×256,bfloat16,int16,8×8×8,norm_2,0.083740234375
35×256×256,bfloat16,int16,8×8×8,mean,0.10797977447509766
35×256×256,bfloat16,int16,8×8×8,variance,-0.0008886866271495819
35×256×256,bfloat16,int16,8×8×8,norm_2,0.19818115234375
56×256×256,bfloat16,int16,8×8×8,mean,0.1532333791255951
56×256×256,bfloat16,int16,8×8×8,variance,-0.003148317337036133
56×256×256,bfloat16,int16,8×8×8,norm_2,-1.183135986328125
23×256×256,bfloat16,int16,8×8×8,mean,0.3000187575817108
23×256×256,bfloat16,int16,8×8×8,variance,-0.013132303953170776
