dimensions,dtype,index_dtype,size,block_size,compress,negate,add,multiply,dot,norm2,mean,variance,cosine_similarity,structural_similarity,decompress
2,float16,int16,16,8,0.0001919269561767578,6.246566772460937e-06,9.818077087402344e-05,9.679794311523438e-06,0.00011858940124511718,5.512237548828125e-05,0.00010128021240234375,9.984970092773438e-05,0.00012788772583007812,0.0007036685943603516,0.00015673637390136718
2,float16,int16,32,8,0.00019502639770507812,6.341934204101563e-06,9.80377197265625e-05,9.632110595703125e-06,0.00011973381042480468,5.5456161499023436e-05,0.0001132965087890625,0.00010018348693847656,0.00012869834899902343,0.00072174072265625,0.0001651763916015625
2,float16,int16,64,8,0.00020318031311035157,6.389617919921875e-06,9.775161743164062e-05,9.822845458984376e-06,0.00012040138244628906,5.602836608886719e-05,0.0001194000244140625,0.00010042190551757812,0.0001285552978515625,0.0007335662841796875,0.00017328262329101561
2,float16,int16,128,8,0.00021514892578125,6.389617919921875e-06,9.684562683105468e-05,9.679794311523438e-06,0.00011992454528808594,5.588531494140625e-05,0.00011849403381347656,0.00010085105895996094,0.0001285552978515625,0.0007359027862548828,0.00019268989562988282
2,float16,int16,256,8,0.0002372264862060547,6.532669067382812e-06,9.72747802734375e-05,9.584426879882813e-06,0.00013427734375,6.117820739746094e-05,0.00012011528015136719,0.00010056495666503907,0.00013480186462402343,0.0007565021514892578,0.00021996498107910157
2,float16,int16,512,8,0.0002843379974365234,6.4373016357421875e-06,9.9945068359375e-05,9.632110595703125e-06,0.0001301288604736328,6.232261657714843e-05,0.00012040138244628906,0.00010781288146972656,0.0001441478729248047,0.0007634162902832031,0.0002858161926269531
2,float16,int16,1024,8,0.00039119720458984374,7.343292236328125e-06,0.0001003265380859375,9.965896606445312e-06,0.00013251304626464843,6.322860717773437e-05,0.0001224517822265625,0.000109100341796875,0.00014667510986328126,0.0007789134979248047,0.00042781829833984377
2,float16,int16,2048,8,0.0006011009216308593,6.771087646484375e-06,0.00011835098266601562,9.918212890625e-06,0.0002148151397705078,8.764266967773438e-05,0.00012464523315429686,0.00013113021850585938,0.00018181800842285157,0.0008533000946044922,0.0007092475891113282
2,float16,int16,4096,8,0.0011446237564086913,6.723403930664062e-06,0.0003758907318115234,1.18255615234375e-05,0.0008219718933105469,0.00028476715087890627,0.00018105506896972656,0.00026450157165527346,0.0005064010620117188,0.0016878128051757812,0.0013763904571533203
2,float16,int16,8192,8,0.00335996150970459,6.67572021484375e-06,0.00138702392578125,1.0633468627929688e-05,0.003236532211303711,0.0010577678680419923,0.00042071342468261717,0.0009503364562988281,0.001826906204223633,0.005416059494018554,0.0034637928009033205
2,float16,int16,16,16,0.00020434856414794922,6.4849853515625e-06,9.989738464355469e-05,9.679794311523438e-06,0.00012006759643554688,5.5837631225585935e-05,9.083747863769531e-05,0.00010004043579101563,0.00012826919555664062,0.0006746292114257812,0.00016498565673828125
2,float16,int16,32,16,0.00019240379333496094,6.341934204101563e-06,9.751319885253906e-05,9.775161743164062e-06,0.00011935234069824219,5.588531494140625e-05,9.660720825195312e-05,0.00010113716125488281,0.00012874603271484375,0.0006916999816894531,0.00015707015991210936
2,float16,int16,64,16,0.0001951456069946289,6.4373016357421875e-06,9.794235229492188e-05,9.5367431640625e-06,0.00012025833129882812,5.5837631225585935e-05,0.00010762214660644531,0.00010056495666503907,0.0001288890838623047,0.0007266521453857422,0.0001621246337890625
2,float16,int16,128,16,0.00020720958709716797,6.389617919921875e-06,9.822845458984375e-05,9.632110595703125e-06,0.00012044906616210937,5.598068237304688e-05,0.0001190185546875,0.00010075569152832032,0.00012869834899902343,0.0007354736328125,0.00017638206481933593
2,float16,int16,256,16,0.00021529197692871094,6.580352783203125e-06,9.698867797851563e-05,9.489059448242187e-06,0.0001305103302001953,6.246566772460938e-05,0.00011935234069824219,0.00010075569152832032,0.00013589859008789062,0.0007517337799072266,0.00018777847290039063
2,float16,int16,512,16,0.00023677349090576172,6.4373016357421875e-06,9.822845458984375e-05,9.584426879882813e-06,0.00012960433959960938,6.198883056640625e-05,0.00012202262878417969,0.00010762214660644531,0.00014324188232421874,0.0007627487182617187,0.00021839141845703125
2,float16,int16,1024,16,0.0002832651138305664,6.341934204101563e-06,9.865760803222657e-05,9.72747802734375e-06,0.00013146400451660156,6.208419799804687e-05,0.0001216888427734375,0.00010824203491210938,0.0001441478729248047,0.0007639408111572265,0.00028667449951171877
2,float16,int16,2048,16,0.00042340755462646487,6.67572021484375e-06,0.00010848045349121094,9.965896606445312e-06,0.00019788742065429688,8.854866027832031e-05,0.00012340545654296876,0.00012884140014648437,0.00018224716186523437,0.0008511543273925781,0.00044240951538085935
2,float16,int16,4096,16,0.000860285758972168,6.771087646484375e-06,0.0003014087677001953,1.0728836059570312e-05,0.0007529735565185546,0.0002842426300048828,0.00016999244689941406,0.0002605438232421875,0.0005114555358886718,0.0016589164733886719,0.0008521080017089844
